Sinusoidal Grid
 Bounding Coordinates of MODLAND Tiles
 ntile_vert = 18
 ntile_horiz = 36
 iv  ih    lon_min    lon_max   lat_min   lat_max
 14   7  -180.0000  -155.5594  -56.2583  -50.0000
 14   8  -180.0000  -140.0022  -60.0000  -50.0000
 14   9  -180.0000  -124.4449  -60.0000  -50.0000
 14  10  -160.0000  -108.8877  -60.0000  -50.0000
 14  11  -140.0000   -93.3305  -60.0000  -50.0000
 14  12  -120.0000   -77.7732  -60.0000  -50.0000
 14  13  -100.0000   -62.2160  -60.0000  -50.0000
 14  14   -80.0000   -46.6588  -60.0000  -50.0000
 14  15   -60.0000   -31.1015  -60.0000  -50.0000
 14  16   -40.0000   -15.5443  -60.0000  -50.0000
 14  17   -20.0000     0.0167  -60.0000  -50.0000
 14  18     0.0000    20.0167  -60.0000  -50.0000
 14  19    15.5572    40.0167  -60.0000  -50.0000
 14  20    31.1145    60.0167  -60.0000  -50.0000
 14  21    46.6717    80.0167  -60.0000  -50.0000
 14  22    62.2290   100.0167  -60.0000  -50.0000
 14  23    77.7862   120.0167  -60.0000  -50.0000
 14  24    93.3434   140.0167  -60.0000  -50.0000
 14  25   108.9007   160.0167  -60.0000  -50.0000
 14  26   124.4579   180.0000  -60.0000  -50.0000
 14  27   140.0151   180.0000  -60.0000  -50.0000
 14  28   155.5724   180.0000  -56.2500  -50.0000
 14  29   171.1296   180.0000  -52.3333  -50.0000
 14  30  -999.0000  -999.0000  -99.0000  -99.0000
 14  31  -999.0000  -999.0000  -99.0000  -99.0000
 14  32  -999.0000  -999.0000  -99.0000  -99.0000
 14  33  -999.0000  -999.0000  -99.0000  -99.0000
 14  34  -999.0000  -999.0000  -99.0000  -99.0000
 14  35  -999.0000  -999.0000  -99.0000  -99.0000
 15   0  -999.0000  -999.0000  -99.0000  -99.0000
 15   1  -999.0000  -999.0000  -99.0000  -99.0000
 15   2  -999.0000  -999.0000  -99.0000  -99.0000
 15   3  -999.0000  -999.0000  -99.0000  -99.0000
 15   4  -999.0000  -999.0000  -99.0000  -99.0000
 15   5  -999.0000  -999.0000  -99.0000  -99.0000
 15   6  -999.0000  -999.0000  -99.0000  -99.0000
 15   7  -999.0000  -999.0000  -99.0000  -99.0000
 15   8  -999.0000  -999.0000  -99.0000  -99.0000
 15   9  -180.0000  -159.9833  -63.6167  -60.0000
 15  10  -180.0000  -139.9833  -67.1167  -60.0000
 15  11  -180.0000  -119.9833  -70.0000  -60.0000
 15  12  -175.4283   -99.9833  -70.0000  -60.0000
 15  13  -146.1902   -79.9833  -70.0000  -60.0000
 15  14  -116.9522   -59.9833  -70.0000  -60.0000
 15  15   -87.7141   -39.9833  -70.0000  -60.0000
 15  16   -58.4761   -19.9833  -70.0000  -60.0000
 15  17   -29.2380     0.0244  -70.0000  -60.0000
 15  18     0.0000    29.2624  -70.0000  -60.0000
 15  19    20.0000    58.5005  -70.0000  -60.0000
 15  20    40.0000    87.7385  -70.0000  -60.0000
 15  21    60.0000   116.9765  -70.0000  -60.0000
 15  22    80.0000   146.2146  -70.0000  -60.0000
 15  23   100.0000   175.4526  -70.0000  -60.0000
 15  24   120.0000   180.0000  -70.0000  -60.0000
 15  25   140.0000   180.0000  -67.1167  -60.0000
 15  26   160.0000   180.0000  -63.6167  -60.0000
 15  27  -999.0000  -999.0000  -99.0000  -99.0000
 15  28  -999.0000  -999.0000  -99.0000  -99.0000
 15  29  -999.0000  -999.0000  -99.0000  -99.0000
 15  30  -999.0000  -999.0000  -99.0000  -99.0000
 15  31  -999.0000  -999.0000  -99.0000  -99.0000
 15  32  -999.0000  -999.0000  -99.0000  -99.0000
 15  33  -999.0000  -999.0000  -99.0000  -99.0000
 15  34  -999.0000  -999.0000  -99.0000  -99.0000
 15  35  -999.0000  -999.0000  -99.0000  -99.0000
 16   0  -999.0000  -999.0000  -99.0000  -99.0000
 16   1  -999.0000  -999.0000  -99.0000  -99.0000
 16   2  -999.0000  -999.0000  -99.0000  -99.0000
 16   3  -999.0000  -999.0000  -99.0000  -99.0000
 16   4  -999.0000  -999.0000  -99.0000  -99.0000
 16   5  -999.0000  -999.0000  -99.0000  -99.0000
 16   6  -999.0000  -999.0000  -99.0000  -99.0000
 16   7  -999.0000  -999.0000  -99.0000  -99.0000
 16   8  -999.0000  -999.0000  -99.0000  -99.0000
 16   9  -999.0000  -999.0000  -99.0000  -99.0000
 16  10  -999.0000  -999.0000  -99.0000  -99.0000
 16  11  -180.0000  -175.4039  -70.5333  -70.0000
 16  12  -180.0000  -146.1659  -73.8750  -70.0000
 16  13  -180.0000  -116.9278  -77.1667  -70.0000
 16  14  -180.0000   -87.6898  -80.0000  -70.0000
 16  15  -172.7631   -58.4517  -80.0000  -70.0000
 16  16  -115.1754   -29.2137  -80.0000  -70.0000
 16  17   -57.5877     0.0480  -80.0000  -70.0000
 16  18     0.0000    57.6357  -80.0000  -70.0000
 16  19    29.2380   115.2234  -80.0000  -70.0000
 16  20    58.4761   172.8111  -80.0000  -70.0000
 16  21    87.7141   180.0000  -80.0000  -70.0000
 16  22   116.9522   180.0000  -77.1583  -70.0000
 16  23   146.1902   180.0000  -73.8750  -70.0000
 16  24   175.4283   180.0000  -70.5333  -70.0000
 16  25  -999.0000  -999.0000  -99.0000  -99.0000
 16  26  -999.0000  -999.0000  -99.0000  -99.0000
 16  27  -999.0000  -999.0000  -99.0000  -99.0000
 16  28  -999.0000  -999.0000  -99.0000  -99.0000
 16  29  -999.0000  -999.0000  -99.0000  -99.0000
 16  30  -999.0000  -999.0000  -99.0000  -99.0000
 16  31  -999.0000  -999.0000  -99.0000  -99.0000
 16  32  -999.0000  -999.0000  -99.0000  -99.0000
 16  33  -999.0000  -999.0000  -99.0000  -99.0000
 16  34  -999.0000  -999.0000  -99.0000  -99.0000
 16  35  -999.0000  -999.0000  -99.0000  -99.0000
 17   0  -999.0000  -999.0000  -99.0000  -99.0000
 17   1  -999.0000  -999.0000  -99.0000  -99.0000
 17   2  -999.0000  -999.0000  -99.0000  -99.0000
 17   3  -999.0000  -999.0000  -99.0000  -99.0000
 17   4  -999.0000  -999.0000  -99.0000  -99.0000
 17   5  -999.0000  -999.0000  -99.0000  -99.0000
 17   6  -999.0000  -999.0000  -99.0000  -99.0000
 17   7  -999.0000  -999.0000  -99.0000  -99.0000
 17   8  -999.0000  -999.0000  -99.0000  -99.0000
 17   9  -999.0000  -999.0000  -99.0000  -99.0000
 17  10  -999.0000  -999.0000  -99.0000  -99.0000
 17  11  -999.0000  -999.0000  -99.0000  -99.0000
 17  12  -999.0000  -999.0000  -99.0000  -99.0000
 17  13  -999.0000  -999.0000  -99.0000  -99.0000
 17  14  -180.0000  -172.7151  -80.4083  -80.0000
 17  15  -180.0000  -115.1274  -83.6250  -80.0000
 17  16  -180.0000   -57.5397  -86.8167  -80.0000
 17  17  -180.0000    57.2957  -90.0000  -80.0000
 17  18    -0.0040   180.0000  -90.0000  -80.0000
 17  19    57.5877   180.0000  -86.8167  -80.0000
 17  20   115.1754   180.0000  -83.6250  -80.0000
 17  21   172.7631   180.0000  -80.4083  -80.0000
 17  22  -999.0000  -999.0000  -99.0000  -99.0000
 17  23  -999.0000  -999.0000  -99.0000  -99.0000
 17  24  -999.0000  -999.0000  -99.0000  -99.0000
 17  25  -999.0000  -999.0000  -99.0000  -99.0000
 17  26  -999.0000  -999.0000  -99.0000  -99.0000
 17  27  -999.0000  -999.0000  -99.0000  -99.0000
 17  28  -999.0000  -999.0000  -99.0000  -99.0000
 17  29  -999.0000  -999.0000  -99.0000  -99.0000
 17  30  -999.0000  -999.0000  -99.0000  -99.0000
 17  31  -999.0000  -999.0000  -99.0000  -99.0000
 17  32  -999.0000  -999.0000  -99.0000  -99.0000
 17  33  -999.0000  -999.0000  -99.0000  -99.0000
 17  34  -999.0000  -999.0000  -99.0000  -99.0000
 17  35  -999.0000  -999.0000  -99.0000  -99.0000

 ntile = 648  nfill = 188  nnonfill = 460
